GarageYrBlt_miss_num,LowQualFinSF,GarageArea_miss_num,RoofStyle_Gambrel,PoolArea_binary,Alley_missing,RoofStyle_Hip,YearBuilt,BsmtFinType1_GLQ,BldgType_2fmCon,BsmtFinType2_Rec,Foundation_tipo1,Neighborhood_NPkVill,Neighborhood_BrDale,FullBath,MSSubClass,LotConfig_FR3,Neighborhood_Sawyer,2Story,BsmtExposure_grade,OverallCond,GarageFinish_grade,BsmtFinSF1_miss_num,BsmtHalfBath_miss_num,MSZoning_FV,Condition1_tipo4,Neighborhood_Veenker,LotConfig_Inside,GarageType_Detchd,BsmtUnfSF_miss_num,Neighborhood_CollgCr,Neighborhood_Somerst,Neighborhood_SawyerW,Neighborhood_ClearCr,GarageCars_miss_num,Neighborhood_NWAmes,Fireplaces,BsmtFinSF2_miss_num,Neighborhood_NAmes,Electrical_unify,RoofStyle_Shed,BsmtFinType1_Rec,LotConfig_CulDSac,LandSlope_grade,Condition1_tipo5,Neighborhood_Gilbert,FireplaceQu_grade,HeatingQC_grade,MSZoning_RL,MasVnrType_missing,LandSlope_Sev,SaleCondition_tipo2,ExterQual_grade,Neighborhood_OldTown,GarageType_Attchd,1stFlrSF,Neighborhood_SWISU,BsmtFinType1_BLQ,BsmtFinType2_BLQ,Heating_unify,Neighborhood_StoneBr,Neighborhood_Crawfor,SaleCondition_tipo3,MasVnrType_BrkFace,BsmtFinType2_missing,2.5Fin,Condition2_unify,TotalBsmtSF_miss_num,Neighborhood_IDOTRR,RoofMatl_unify,GarageCond_grade,SaleCondition_tipo1,MasVnrType_Stone,SFoyer,LotShape_grade,2.5Unf,BsmtFinType1_LwQ,BsmtFinType1_missing,GarageType_BuiltIn,Neighborhood_NoRidge,KitchenAbvGr,YearRemodAdd,OverallQual,MasVnrArea_miss_num,LotConfig_FR2,GarageQual_grade,MSZoning_RM,GarageType_CarPort,BldgType_TwnhsE,RoofStyle_Gable,Condition1_tipo2,BldgType_Twnhs,BsmtFinType2_LwQ,Neighborhood_Timber,BsmtFinType1_Unf,1.5Unf,LandSlope_Mod,Alley_Pave,BldgType_Duplex,TotRmsAbvGrd,Condition1_tipo3,MSZoning_RH,Neighborhood_BrkSide,LandContour_grade,1Story,Neighborhood_MeadowV,BsmtFullBath_miss_num,GrLivArea,SLvl,Neighborhood_NridgHt,ExterCond_grade,GarageType_missing,Street_Pave,Condition1_tipo1,Neighborhood_Edwards,KitchenQual_grade,Neighborhood_Blueste,YrSold_adj,2ndFlrSF,RoofStyle_Mansard,BedroomAbvGr,CentralAir_Y,Neighborhood_Mitchel,BsmtQual_grade,MasVnrType_None,LotFrontage_miss_num,BsmtFinType2_GLQ,HalfBath,Utilities_unify,GarageType_Basment,BsmtCond_grade,BsmtFinType2_Unf,LotArea
1965.0,0,384,0,0,1,1,1965,0,0,0,False,0,0,1,20,0,1,0,2,5,2,906,0,0,True,0,1,1,134,0,0,0,0,1,0,0,0,0,1,0,1,0,3,False,0,-100,5,1,0,0,True,3,0,0,1040,0,0,0,1,0,0,False,0,0,0,1,1040,0,1,3,False,0,0,4,0,0,0,0,0,1,1965,5,0.0,0,3,0,0,0,0,False,0,0,0,0,0,0,0,0,5,False,0,0,4,1,0,1,1040,0,0,3,0,1,False,0,3,0,-2,0,0,3,1,0,3,1,70.0,0,0,1,0,3,1,11200
2005.0,0,736,0,0,1,1,2005,1,0,0,True,0,0,3,60,0,0,1,2,5,4,998,0,0,True,0,1,0,177,0,0,0,0,3,0,2,0,0,1,0,0,0,3,False,0,4,5,1,0,0,False,5,0,0,1182,0,0,0,1,0,0,False,0,0,0,1,1175,0,1,3,True,1,0,3,0,0,0,1,0,1,2006,9,286.0,0,3,0,0,0,0,False,0,0,0,0,0,0,0,0,11,False,0,0,4,0,0,1,2324,0,1,3,0,1,False,0,5,0,-4,1142,0,4,1,0,5,0,85.0,0,0,1,0,3,1,11924
1962.0,0,352,0,0,1,1,1962,0,0,0,False,0,0,1,20,0,1,0,2,6,2,737,0,0,True,0,1,1,175,0,0,0,0,1,0,0,0,0,1,0,0,0,3,False,0,-100,3,1,0,0,True,3,0,0,912,0,0,0,1,0,0,False,0,0,0,1,912,0,1,3,False,0,0,2,0,0,0,0,0,1,1962,5,0.0,0,3,0,0,0,0,False,0,0,0,0,0,0,0,0,4,False,0,0,4,1,0,1,912,0,0,3,0,1,False,0,3,0,-2,0,0,2,1,0,3,1,-100.0,0,0,1,0,3,1,12968
2006.0,0,840,0,0,1,0,2006,0,0,0,True,0,0,2,20,0,0,0,4,5,3,0,0,0,True,0,1,0,1494,1,0,0,0,3,0,1,0,0,1,0,0,0,3,False,0,4,5,1,0,0,False,4,0,1,1494,0,0,0,1,0,0,False,0,0,0,1,1494,0,1,3,True,1,0,3,0,0,0,0,0,1,2007,7,306.0,0,3,0,0,0,1,False,0,0,0,1,0,0,0,0,7,False,0,0,4,1,0,0,1494,0,0,3,0,1,False,0,4,0,-3,0,0,3,1,0,4,0,91.0,0,0,1,0,3,1,10652
1960.0,0,352,0,0,1,1,1960,0,0,0,False,0,0,1,20,0,0,0,2,5,3,733,0,0,True,0,0,0,520,0,0,0,0,1,0,1,0,1,1,0,0,0,3,False,0,2,3,1,0,0,True,3,0,1,1253,0,1,0,1,0,0,False,1,0,0,1,1253,0,1,3,False,0,0,3,0,0,0,0,0,1,1960,6,212.0,0,3,0,0,0,0,False,0,0,0,0,0,0,0,0,5,False,0,0,4,1,0,1,1253,0,0,3,0,1,False,0,3,0,-2,0,0,2,1,0,3,0,-100.0,0,1,1,0,3,1,10920
1991.0,0,576,0,0,1,0,1929,0,0,0,False,0,0,1,45,0,0,0,2,8,2,0,0,0,True,0,0,1,832,0,0,0,0,2,0,0,0,0,0,0,0,0,3,False,0,-100,5,0,0,0,True,3,0,0,854,0,0,0,1,0,0,False,0,0,0,1,832,0,1,3,False,0,0,4,0,0,0,0,0,1,2001,7,0.0,0,3,1,0,0,1,False,0,0,0,1,1,0,0,0,5,False,0,1,4,0,0,0,854,0,0,3,0,1,False,0,3,0,-3,0,0,2,1,0,3,1,51.0,0,0,1,0,3,1,6120
1970.0,0,480,0,0,1,0,1970,0,0,0,False,0,0,1,20,0,0,0,2,7,4,578,0,0,True,0,0,0,426,0,0,0,0,2,0,1,0,1,1,0,0,1,3,False,0,3,5,1,0,0,True,3,0,1,1004,0,0,0,1,0,0,False,1,0,0,1,1004,0,1,3,False,0,0,3,0,0,0,0,0,1,1970,6,180.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,5,False,0,0,4,1,0,1,1004,0,0,3,0,1,False,0,3,0,0,0,0,2,1,0,3,0,-100.0,0,0,1,0,3,1,11241
1967.0,0,516,0,0,1,0,1967,0,0,0,False,0,0,2,90,0,1,0,-100,5,2,0,0,0,True,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,False,0,-100,3,1,0,0,True,3,0,0,1296,0,0,0,1,0,0,False,0,1,0,1,0,0,1,3,False,0,0,4,0,0,1,0,0,2,1967,4,0.0,0,3,0,1,0,1,False,0,0,0,0,0,0,0,1,6,False,0,0,4,1,0,0,1296,0,0,3,0,1,False,0,3,0,-4,0,0,2,1,0,-100,1,72.0,0,0,1,0,-100,0,10791
2004.0,0,576,0,0,1,0,2004,1,0,0,True,0,0,1,20,0,0,0,2,5,2,646,0,0,False,0,1,1,468,0,0,1,0,2,0,0,0,0,1,0,0,0,3,False,0,-100,5,1,0,0,True,3,0,0,1114,0,0,0,1,0,0,False,0,0,0,1,1114,0,1,3,False,0,0,4,0,0,0,0,0,1,2004,5,0.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,6,True,0,0,4,1,0,1,1114,0,0,3,0,1,False,0,4,0,-2,0,0,3,1,0,3,1,66.0,0,1,1,0,3,1,13695
1958.0,0,294,0,0,1,1,1958,0,0,0,False,0,0,1,20,0,0,0,2,6,2,504,0,0,True,0,1,0,525,0,0,0,0,1,0,0,0,1,1,0,0,0,3,False,0,-100,3,1,0,0,False,3,0,1,1339,0,0,0,1,0,0,True,0,0,0,1,1029,0,1,3,False,0,0,4,0,1,0,0,0,1,1965,5,0.0,0,3,0,0,0,0,False,0,0,0,0,0,0,0,0,6,False,0,0,4,1,0,0,1339,0,0,3,0,1,False,0,3,0,-1,0,0,3,1,0,3,1,70.0,0,0,1,0,3,1,7560
2005.0,0,853,0,0,1,0,2005,0,0,0,True,0,0,3,60,0,0,1,4,5,3,0,0,0,True,0,0,0,1158,0,0,0,0,3,0,1,0,0,1,0,0,0,3,False,0,4,5,1,0,0,False,4,0,0,1158,0,0,0,1,0,0,False,1,0,0,1,1158,0,1,3,True,0,0,3,0,0,0,1,0,1,2006,8,380.0,0,3,0,0,0,1,False,0,0,0,1,0,0,0,0,9,False,0,0,4,0,0,0,2376,0,1,3,0,1,False,0,4,0,-4,1218,0,4,1,0,5,0,101.0,0,1,1,0,3,1,14215
1930.0,0,280,0,0,0,0,1930,0,0,0,True,0,0,1,45,0,0,0,2,7,2,0,0,0,True,0,1,0,637,0,0,0,0,1,0,1,0,0,0,0,0,0,3,False,0,4,5,0,0,0,True,3,0,1,1108,0,0,0,1,0,0,False,0,0,0,1,637,1,1,3,False,0,0,4,0,0,0,0,0,1,1950,7,0.0,0,3,1,0,0,1,False,0,0,0,1,1,0,0,0,6,False,0,0,3,0,0,0,1108,0,0,3,0,1,False,0,4,0,-3,0,0,3,1,0,3,1,57.0,0,0,1,0,3,1,7449
2002.0,0,534,0,0,1,1,2002,0,0,0,True,0,0,2,20,0,0,0,2,5,3,0,0,0,True,0,1,0,1777,1,0,0,0,2,0,1,0,0,1,0,0,0,3,False,0,4,5,1,0,0,True,4,0,1,1795,0,0,0,1,0,0,False,1,0,0,1,1777,0,1,3,False,0,0,4,0,0,0,0,0,1,2002,8,281.0,0,3,0,0,0,0,False,0,0,0,1,0,0,0,0,7,False,0,0,4,1,0,0,1795,0,0,3,0,1,False,0,4,0,-2,0,0,3,1,0,4,0,75.0,0,0,1,0,3,1,9742
1976.0,0,572,0,0,1,0,1976,1,0,0,True,0,0,1,120,0,0,0,2,7,2,840,0,0,True,0,1,0,200,0,0,0,0,2,0,1,0,0,1,0,0,0,3,False,0,3,3,0,0,0,True,3,0,1,1060,0,0,0,1,0,0,False,0,0,0,1,1040,0,1,3,False,0,0,4,0,0,0,0,0,1,1976,5,0.0,0,3,1,0,1,1,False,0,0,0,0,0,0,0,0,6,False,0,0,4,1,1,1,1060,0,0,3,0,1,False,0,3,0,-3,0,0,3,1,0,4,1,44.0,0,0,1,0,3,1,4224
1968.0,0,270,0,0,1,0,1968,0,0,0,False,0,0,1,20,0,1,0,3,8,2,188,0,0,True,0,1,0,204,0,0,0,0,1,0,1,668,0,1,0,1,0,3,False,0,3,5,1,0,0,True,3,0,1,1060,0,0,0,1,0,0,False,0,0,0,1,1060,0,1,3,False,0,0,3,0,0,0,0,0,1,2001,5,0.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,6,False,0,0,4,1,0,1,1060,0,0,4,0,1,False,0,4,0,0,0,0,3,1,0,3,1,-100.0,0,0,1,0,3,0,8246
2007.0,0,890,0,0,1,0,2007,0,0,0,True,0,0,2,20,0,0,0,2,5,3,0,0,0,True,0,0,0,1566,0,0,0,0,3,0,1,0,0,1,0,0,0,3,False,0,4,5,1,0,0,True,4,0,1,1600,0,0,0,1,0,0,False,0,0,0,1,1566,0,1,3,False,1,0,4,0,0,0,0,0,1,2007,8,640.0,0,3,0,0,0,1,False,0,0,0,1,0,0,0,0,7,False,0,0,4,1,0,0,1600,0,1,3,0,1,False,0,4,0,-1,0,0,3,1,0,4,0,110.0,0,0,1,0,3,1,14230
2005.0,0,576,0,0,1,0,1951,0,0,1,False,0,0,1,20,0,0,0,3,7,2,234,1,0,True,0,0,1,180,0,0,0,0,2,0,0,486,1,1,0,0,0,3,False,0,-100,3,1,0,0,True,3,0,0,900,0,1,0,1,0,0,False,0,0,0,1,900,0,1,3,False,0,0,4,0,0,0,0,0,1,2000,5,0.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,5,False,0,0,4,1,0,0,900,0,0,3,0,1,False,0,4,0,0,0,0,3,1,0,3,1,60.0,0,0,1,0,3,0,7200
2008.0,0,772,0,0,1,0,2007,1,0,0,True,0,0,2,20,0,0,0,2,5,3,1218,0,0,True,0,1,0,486,0,0,0,0,3,0,1,0,0,1,0,0,0,3,False,0,4,5,1,0,0,True,4,0,1,1704,0,0,0,1,0,0,False,0,0,0,1,1704,0,1,3,False,1,0,4,0,0,0,0,0,1,2008,8,200.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,7,False,0,0,4,1,0,1,1704,0,1,3,0,1,False,0,4,0,0,0,0,3,1,0,5,0,98.0,0,0,1,0,3,1,11478
1957.0,0,319,0,0,1,0,1957,0,0,0,False,0,0,1,20,0,0,0,5,6,3,1277,0,0,True,0,0,0,207,0,0,0,0,1,0,2,0,1,1,0,0,1,3,False,0,4,3,1,0,0,True,3,0,1,1600,0,1,0,1,0,0,False,0,0,0,1,1484,0,1,3,False,0,0,3,0,0,0,0,0,1,1997,5,0.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,6,False,0,0,4,1,0,1,1600,0,0,3,0,1,False,0,3,0,-4,0,0,2,1,0,3,1,47.0,0,0,1,0,3,1,16321
1920.0,0,240,0,0,1,0,1927,0,0,0,False,0,0,1,30,0,0,0,2,6,2,0,0,0,False,0,1,1,520,0,0,0,0,1,0,0,0,0,1,0,0,0,3,False,0,-100,2,0,0,0,True,3,0,0,520,0,0,0,1,0,0,False,0,0,0,0,520,0,1,3,False,0,0,3,0,0,0,0,0,1,1950,4,0.0,0,2,1,0,0,1,False,0,0,0,1,0,0,0,0,4,False,0,1,4,1,0,0,520,0,0,3,0,1,False,0,2,0,-2,0,0,1,0,0,3,1,60.0,0,0,1,0,3,1,6324
1920.0,0,250,1,0,0,0,1920,0,0,0,False,0,0,1,70,0,0,1,2,4,2,0,0,0,False,0,1,1,649,0,0,0,0,1,0,0,0,0,1,0,0,0,3,False,0,-100,3,0,0,0,True,3,0,0,649,0,0,0,1,0,0,False,0,0,0,1,649,1,1,2,False,0,0,4,0,0,0,0,0,1,1950,4,0.0,0,3,0,0,0,0,False,0,0,0,1,0,0,1,0,6,False,0,0,4,0,0,0,1317,0,0,2,0,1,False,0,3,0,-2,668,0,3,0,0,3,1,50.0,0,0,1,0,3,1,8500
1966.0,0,271,0,0,1,0,1966,0,0,0,False,0,0,1,20,0,1,0,2,6,2,0,0,0,True,0,0,0,1228,0,0,0,0,1,0,0,0,0,1,0,0,1,3,False,0,-100,4,1,0,0,True,3,0,1,1228,0,0,0,1,0,0,False,0,0,0,1,1228,0,1,3,False,0,0,3,0,0,0,0,0,1,2006,5,0.0,0,3,0,0,0,1,False,0,0,0,1,0,0,0,0,6,False,0,0,4,1,0,0,1228,0,0,3,0,1,False,0,4,0,-2,0,0,3,1,0,3,1,-100.0,0,1,1,0,3,1,8544
2007.0,0,484,0,0,1,0,2007,0,0,0,True,0,0,2,20,0,0,0,4,5,3,0,0,0,True,0,0,0,1234,1,0,0,0,2,0,0,0,0,1,0,0,0,3,False,0,-100,5,1,0,0,True,4,0,1,1234,0,0,0,1,0,0,False,0,0,0,1,1234,0,1,3,False,0,0,4,0,0,0,0,0,1,2007,8,0.0,0,3,0,0,0,1,False,0,0,0,1,0,0,0,0,7,False,0,0,4,1,0,0,1234,0,0,3,0,1,False,0,4,0,-2,0,0,3,1,0,5,1,85.0,0,0,1,0,3,1,11049
1959.0,0,447,0,0,1,1,1959,0,0,0,False,0,0,1,20,0,0,0,2,5,3,1018,1,0,True,0,1,0,380,0,0,0,0,2,0,1,0,1,1,0,1,0,3,False,0,4,4,1,0,0,True,3,0,1,1700,0,0,0,1,0,0,False,0,0,0,1,1398,0,1,3,False,0,0,3,0,0,0,0,0,1,1959,5,0.0,0,3,0,0,0,0,False,0,0,0,0,0,0,0,0,6,False,0,0,4,1,0,0,1700,0,0,3,0,1,False,0,4,0,0,0,0,4,1,0,3,1,70.0,0,1,1,0,3,1,10552
2005.0,0,556,0,0,1,1,2005,1,0,0,True,0,0,2,120,0,0,0,2,5,4,1153,0,0,True,0,1,0,408,0,0,0,0,2,0,1,0,0,1,0,0,0,3,False,0,4,5,1,0,0,True,5,0,1,1561,0,0,0,1,0,0,False,1,0,0,1,1561,0,1,3,False,0,0,4,0,0,0,0,0,1,2005,9,246.0,0,3,0,0,1,0,False,0,0,0,0,0,0,0,0,6,False,0,0,4,1,0,1,1561,0,1,3,0,1,False,0,5,0,-3,0,0,2,1,0,5,0,60.0,0,0,1,0,3,1,7313
2004.0,0,691,0,0,1,0,2004,0,0,0,True,0,0,3,60,0,0,1,4,5,4,0,0,0,True,0,1,0,1117,0,0,0,0,3,0,1,0,0,1,0,0,0,3,False,0,4,5,1,0,0,True,4,0,0,1132,0,0,0,1,0,0,False,0,0,0,1,1117,0,1,3,False,1,0,4,0,0,0,1,0,1,2005,8,132.0,0,3,0,0,0,1,False,0,0,0,1,0,0,0,0,9,False,0,0,4,0,0,0,2452,0,1,3,0,1,False,0,4,0,-4,1320,0,4,1,0,5,0,108.0,0,1,1,0,3,1,13418
1995.0,0,672,0,0,1,0,1994,0,0,0,True,0,0,1,20,0,0,0,2,5,2,0,0,0,True,0,0,0,1097,1,0,0,0,2,0,0,0,0,1,0,0,0,3,False,0,-100,5,1,0,0,True,3,0,1,1097,0,0,0,1,0,0,False,0,0,0,1,1097,0,1,3,False,0,0,4,0,0,0,0,0,1,1995,5,0.0,0,3,0,0,0,1,False,0,0,0,1,0,0,0,0,6,False,0,0,4,1,0,0,1097,0,0,3,0,1,False,0,3,0,-1,0,0,3,1,0,4,1,112.0,0,1,1,0,3,1,10859
1954.0,0,498,0,0,1,1,1954,0,0,0,False,0,0,1,20,0,0,0,2,6,4,1213,1,0,True,0,1,0,84,0,0,0,0,2,0,1,0,1,1,0,1,0,3,False,0,3,4,1,0,0,True,3,0,1,1297,0,0,0,1,0,0,False,1,0,0,1,1297,0,1,3,False,0,0,4,0,0,0,0,0,1,1990,5,650.0,0,3,0,0,0,0,False,0,0,0,0,0,0,0,0,5,False,0,0,4,1,0,0,1297,0,0,3,0,1,False,0,3,0,-1,0,0,3,1,0,3,0,74.0,0,0,1,0,3,1,8532
1953.0,0,246,0,0,1,0,1953,1,0,0,False,0,0,1,20,0,0,0,2,7,2,731,0,0,True,0,1,1,326,0,0,0,0,1,0,0,0,1,1,0,0,0,3,False,0,-100,3,1,0,0,False,3,0,0,1057,0,0,0,1,0,0,True,0,0,0,1,1057,0,1,3,False,0,0,4,0,0,0,0,0,1,2007,5,0.0,0,3,0,0,0,1,False,0,0,0,0,0,0,0,0,5,False,0,0,4,1,0,1,1057,0,0,4,0,1,False,0,4,0,0,0,0,3,1,0,3,1,68.0,0,0,1,0,3,1,7922
