Neighborhood_NWAmes,MasVnrType_None,SaleCondition_tipo3,GarageType_Attchd,Foundation_tipo1,GarageType_missing,Neighborhood_NAmes,Neighborhood_Somerst,Neighborhood_NoRidge,GarageType_Detchd,LotConfig_CulDSac,Electrical_unify,ExterCond_grade,HalfBath,Condition2_unify,Neighborhood_Edwards,Neighborhood_SawyerW,Neighborhood_SWISU,RoofMatl_unify,BsmtFinType2_Unf,Utilities_unify,1Story,LotConfig_FR2,GarageYrBlt_miss_num,Condition1_tipo2,BsmtHalfBath_miss_num,Neighborhood_Timber,BsmtQual_grade,BsmtFinType1_GLQ,BsmtCond_grade,KitchenQual_grade,Neighborhood_IDOTRR,Neighborhood_Mitchel,2.5Fin,GarageCond_grade,Alley_missing,Condition1_tipo4,BsmtFinSF1_miss_num,Alley_Pave,SaleCondition_tipo2,Neighborhood_Blueste,MSSubClass,CentralAir_Y,Neighborhood_Gilbert,MasVnrType_Stone,YearRemodAdd,MSZoning_FV,FireplaceQu_grade,BldgType_Duplex,Neighborhood_BrkSide,BsmtFinType2_Rec,RoofStyle_Mansard,BldgType_Twnhs,MasVnrType_BrkFace,BsmtFullBath_miss_num,MasVnrType_missing,MasVnrArea_miss_num,Neighborhood_MeadowV,BedroomAbvGr,LotArea,BsmtExposure_grade,LotFrontage_miss_num,MSZoning_RM,GrLivArea,LandSlope_Sev,Condition1_tipo1,Neighborhood_NridgHt,BsmtFinType2_GLQ,KitchenAbvGr,Heating_unify,TotRmsAbvGrd,YearBuilt,SFoyer,Neighborhood_Veenker,GarageType_CarPort,LotConfig_Inside,BsmtFinType1_BLQ,PoolArea_binary,BldgType_TwnhsE,GarageQual_grade,TotalBsmtSF_miss_num,BsmtFinType1_LwQ,HeatingQC_grade,2ndFlrSF,Condition1_tipo3,LandSlope_grade,BsmtFinType2_LwQ,RoofStyle_Gambrel,SLvl,GarageType_BuiltIn,Neighborhood_NPkVill,Neighborhood_OldTown,RoofStyle_Shed,BldgType_2fmCon,LotShape_grade,LandContour_grade,LandSlope_Mod,FullBath,GarageCars_miss_num,Condition1_tipo5,OverallCond,Fireplaces,BsmtFinSF2_miss_num,LotConfig_FR3,Neighborhood_ClearCr,Neighborhood_Sawyer,GarageArea_miss_num,Neighborhood_StoneBr,BsmtFinType1_Rec,BsmtFinType2_BLQ,SaleCondition_tipo1,Neighborhood_CollgCr,BsmtFinType1_missing,BsmtFinType1_Unf,OverallQual,MSZoning_RL,GarageType_Basment,BsmtUnfSF_miss_num,RoofStyle_Hip,1.5Unf,YrSold_adj,MSZoning_RH,Street_Pave,RoofStyle_Gable,2Story,2.5Unf,ExterQual_grade,Neighborhood_Crawfor,Neighborhood_BrDale,1stFlrSF,LowQualFinSF,GarageFinish_grade,BsmtFinType2_missing
0,0,False,1,True,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,1,1,0,2005.0,False,0,0,4,1,4,4,0,0,0,3,1,True,16,0,True,0,120,1,0,0,2006,0,4,0,0,0,0,0,1,0,0,14.0,0,2,3182,2,43.0,0,1504,0,False,0,0,1,1,7,2005,0,0,0,1,0,0,1,3,1346,0,5,0,False,3,0,0,0,0,0,0,0,0,4,4,0,2,2,False,5,1,0,0,0,0,437,0,0,0,False,0,0,0,7,1,0,1330,0,0,-2,0,1,1,0,0,4,0,0,1504,0,4,0
0,0,False,0,False,0,1,0,0,1,0,1,3,0,1,0,0,0,1,0,1,1,0,2002.0,False,1,0,3,1,3,3,0,0,0,3,1,True,40,0,True,0,90,1,0,0,1964,0,-100,1,0,1,0,0,1,0,0,84.0,0,6,10624,2,-100.0,0,1728,0,False,0,0,2,1,10,1964,0,0,0,1,0,0,0,3,1728,0,3,0,False,3,0,0,0,0,0,0,0,0,3,4,0,2,1,False,4,0,264,0,0,0,352,0,0,0,False,0,0,0,5,1,0,1424,0,0,-3,0,1,1,0,0,3,0,0,1728,0,2,0
0,1,False,1,False,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,1,1,0,1968.0,False,0,0,4,0,3,3,0,0,0,3,1,True,492,0,True,0,20,1,0,0,1968,0,1,0,0,0,0,0,0,0,0,0.0,0,3,8724,2,109.0,0,894,0,False,0,0,1,1,5,1968,0,0,0,1,1,0,0,3,894,0,4,0,False,3,0,0,0,0,0,0,0,0,4,4,0,1,2,False,5,1,0,0,0,1,450,0,0,0,False,0,0,0,5,1,0,402,0,0,-3,0,1,1,0,0,3,0,0,894,0,4,0
0,1,False,0,True,0,0,0,0,1,0,1,3,0,1,0,0,0,1,1,1,0,0,1985.0,False,0,0,3,0,3,3,0,0,0,3,1,True,0,0,True,0,50,1,0,0,2003,0,4,0,0,0,0,0,0,0,0,0.0,0,3,5362,2,53.0,0,1250,0,False,0,0,1,1,8,1910,0,0,0,0,0,0,0,3,661,0,5,589,False,3,0,0,0,0,0,0,0,0,4,4,0,2,2,False,6,1,0,0,0,0,552,0,0,0,False,0,0,1,5,1,0,661,0,0,-3,0,1,1,0,0,3,1,0,661,0,2,0
0,0,False,0,True,0,0,0,0,0,0,1,3,1,1,0,0,0,1,1,1,0,1,1999.0,False,0,0,4,0,3,4,0,0,0,3,1,False,772,0,True,0,60,1,1,0,1999,0,3,0,0,0,0,0,1,1,0,298.0,0,3,8755,2,-100.0,0,2060,0,True,0,0,1,1,8,1999,0,0,0,0,0,0,0,3,992,0,5,1038,False,3,0,0,0,1,0,0,0,0,3,4,0,2,2,False,5,1,0,0,0,0,390,0,0,0,False,0,0,0,7,1,0,220,0,0,-1,0,1,1,1,0,4,0,0,1022,0,3,0
0,0,False,1,True,0,0,0,0,0,1,1,3,0,1,0,0,0,1,1,1,1,0,2006.0,False,0,0,5,1,3,5,0,0,0,3,1,True,1320,0,True,0,20,1,1,1,2007,0,4,0,0,0,0,0,0,1,0,160.0,0,3,14892,5,42.0,0,1746,0,False,0,0,1,1,7,2006,0,0,0,0,0,0,0,3,1746,0,5,0,False,3,0,0,0,0,0,0,0,0,3,2,0,2,3,False,5,2,0,0,0,0,758,0,0,0,False,0,0,0,9,1,0,426,0,0,-1,0,1,1,0,0,5,0,0,1746,0,4,0
0,1,False,0,False,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,1954.0,False,0,0,3,0,3,4,0,0,0,3,1,True,0,0,True,0,190,1,0,0,1954,0,-100,0,0,0,0,0,0,0,0,0.0,0,3,6000,2,50.0,1,1387,0,False,0,0,2,1,7,1954,0,0,0,1,0,0,0,3,811,0,3,576,False,3,0,0,0,1,0,1,0,1,4,4,0,2,1,False,4,0,0,0,0,0,256,0,0,0,False,0,0,1,5,0,0,811,0,0,-1,0,1,1,0,0,3,0,0,811,0,2,0
0,1,False,0,False,1,0,0,0,0,0,0,3,0,1,1,0,0,1,1,1,1,0,-100.0,False,0,0,3,0,3,3,0,0,0,-100,0,True,41,0,True,0,30,0,0,0,1950,0,-100,0,0,0,0,0,0,1,0,0.0,0,2,8248,2,45.0,0,864,0,False,0,0,1,1,5,1914,0,0,0,1,1,0,0,-100,864,0,3,0,False,3,0,0,0,0,0,0,0,0,4,4,0,1,0,False,3,0,0,0,0,0,0,0,0,0,False,0,0,0,3,1,0,823,0,0,-2,0,1,1,0,0,3,0,0,864,0,1,0
1,1,False,1,True,0,0,0,0,0,0,1,3,1,1,0,0,0,1,1,1,0,0,2001.0,False,0,0,4,1,3,4,0,0,0,3,1,True,643,0,True,0,60,1,0,0,2001,0,-100,0,0,0,0,0,0,1,0,0.0,0,3,8400,2,70.0,0,1665,0,False,0,0,1,1,6,2001,0,0,0,1,0,0,0,3,810,0,5,855,False,3,0,0,0,0,0,0,0,0,4,4,0,2,2,False,6,0,0,0,0,0,528,0,0,0,False,0,0,0,8,1,0,167,0,0,-1,0,1,1,1,0,4,0,0,810,0,4,0
0,1,False,1,True,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,1,1,0,2007.0,False,0,0,5,0,3,4,0,0,0,3,1,True,0,0,True,0,20,1,0,0,2007,0,-100,0,0,0,0,0,0,0,0,0.0,0,3,11049,4,85.0,0,1234,0,False,0,0,1,1,7,2007,0,0,0,0,0,0,0,3,1234,0,5,0,False,3,0,0,0,0,0,0,0,0,4,4,0,2,2,False,5,0,0,0,0,0,484,0,0,0,False,1,0,1,8,1,0,1234,0,0,-2,0,1,1,0,0,4,0,0,1234,0,3,0
0,1,False,1,False,0,0,0,0,0,1,1,3,0,1,0,0,0,0,1,1,0,0,1969.0,False,0,0,3,0,3,3,0,0,0,3,1,True,938,0,True,0,80,1,0,0,1969,0,3,0,0,0,0,0,0,1,0,0.0,0,1,21453,5,-100.0,0,988,1,False,0,0,1,1,4,1969,0,0,0,0,0,0,0,3,938,0,5,0,False,1,0,0,1,0,0,0,0,0,3,1,0,1,2,False,5,2,0,0,1,0,540,0,0,0,False,0,0,0,6,1,0,0,0,0,-4,0,1,0,0,0,3,0,0,988,0,2,0
0,0,False,1,True,0,0,1,0,0,0,1,3,0,1,0,0,0,1,1,1,1,0,2006.0,False,0,0,4,0,4,4,0,0,0,3,1,True,0,0,True,0,20,1,0,1,2006,0,4,0,0,0,0,0,0,0,0,410.0,0,3,10000,4,85.0,0,1588,0,False,0,0,1,1,7,2006,0,0,0,1,0,0,0,3,1588,0,5,0,False,3,0,0,0,0,0,0,0,0,4,4,0,2,3,False,5,1,0,0,0,0,825,0,0,0,False,0,0,1,8,1,0,1588,1,0,-3,0,1,0,0,0,4,0,0,1588,0,3,0
0,1,False,1,True,0,0,0,0,0,0,1,3,1,1,0,0,0,1,1,1,0,1,1997.0,False,0,0,4,1,3,3,0,0,0,3,1,True,714,0,True,0,60,1,1,0,1997,0,3,0,0,0,0,0,0,1,0,0.0,0,3,11207,4,70.0,0,1511,0,False,0,0,1,1,8,1997,0,0,0,0,0,0,0,3,802,0,4,709,False,3,0,0,0,0,0,0,0,0,3,2,0,2,2,False,5,1,0,0,0,0,413,0,0,0,False,0,0,0,6,1,0,88,0,0,-4,0,1,1,1,0,3,0,0,802,0,4,0
0,1,False,1,True,0,0,0,0,0,1,1,3,1,1,0,0,0,1,1,1,0,0,1998.0,False,0,0,4,0,3,4,0,0,0,3,1,True,0,0,True,0,60,1,0,0,1999,0,-100,0,0,0,0,0,0,0,0,0.0,0,3,8924,4,57.0,0,1724,0,False,0,0,1,1,8,1998,0,0,0,0,0,0,0,3,880,0,5,844,False,3,0,0,0,0,0,0,0,0,3,4,0,2,2,False,5,0,0,0,0,0,527,0,0,0,False,1,0,1,7,1,0,880,0,0,-2,0,1,1,1,0,3,0,0,880,0,4,0
0,1,False,0,False,0,0,0,0,1,0,0,3,0,1,0,0,0,1,1,1,0,0,1957.0,False,0,0,3,0,3,3,0,0,0,2,1,True,324,0,True,0,50,1,0,0,1950,0,-100,0,0,0,0,0,0,0,0,0.0,0,2,9439,2,52.0,1,1248,0,False,0,0,1,1,6,1930,0,0,0,1,0,0,0,2,912,1,4,336,False,3,0,0,0,0,0,1,0,0,4,4,0,1,1,False,5,0,0,0,0,0,160,0,0,0,False,0,0,0,5,0,0,588,0,0,-3,0,1,1,0,0,3,0,0,912,0,2,0
0,1,False,1,False,0,0,0,0,0,0,1,3,1,1,0,0,0,1,1,1,0,0,1923.0,False,0,0,3,1,3,4,0,0,0,3,1,True,1309,0,True,0,70,1,0,0,2004,0,3,0,1,0,0,0,0,2,0,0.0,0,3,21384,5,144.0,0,1576,0,False,0,0,1,1,6,1923,0,0,0,1,0,0,0,3,1324,0,5,504,False,3,0,0,0,0,0,0,0,0,4,4,0,1,2,False,6,1,0,0,0,0,528,0,0,0,False,0,0,0,5,1,0,15,0,0,-1,0,1,1,1,0,3,0,0,1072,0,3,0
0,0,False,1,True,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,1,1,0,2006.0,False,0,0,5,1,3,4,0,0,0,3,1,True,1350,0,False,0,20,1,0,0,2007,0,5,0,0,0,0,0,1,1,0,304.0,0,2,14977,5,110.0,0,1976,0,False,1,0,1,1,7,2006,0,0,0,1,0,0,0,3,1976,0,5,0,False,3,0,0,0,0,0,0,0,0,3,4,0,2,3,False,5,1,0,0,0,0,908,0,0,0,True,0,0,0,8,1,0,626,0,0,-3,0,1,1,0,0,4,0,0,1976,0,3,0
0,1,False,0,False,0,0,0,0,1,0,1,3,0,1,0,0,0,1,0,1,1,0,1977.0,False,0,0,4,0,3,4,0,0,0,3,1,True,532,0,True,0,20,1,0,0,2008,0,-100,0,0,1,0,0,0,0,0,0.0,0,3,8800,3,61.0,0,1040,0,False,0,0,1,1,5,1977,0,0,0,1,0,0,0,3,1040,1,3,0,False,3,0,0,0,0,0,0,0,0,3,4,0,2,2,False,7,0,144,0,0,0,484,0,0,0,False,1,0,0,5,1,0,364,0,0,-1,0,1,1,0,0,3,0,0,1040,0,2,0
0,1,False,1,False,0,1,0,0,0,0,1,3,0,1,0,0,0,1,1,1,1,0,1954.0,False,0,0,3,0,3,3,0,0,0,3,1,True,486,0,True,0,20,1,0,0,1954,0,4,0,0,0,0,0,0,0,0,0.0,0,2,11425,2,-100.0,0,1008,0,False,0,0,1,1,4,1954,0,0,0,0,1,0,0,3,1008,0,4,0,False,3,0,0,0,0,0,0,0,0,3,4,0,1,1,False,6,1,0,0,0,0,275,0,0,0,False,0,0,0,5,1,0,522,0,0,-4,0,1,1,0,0,3,0,0,1008,0,3,0
0,1,False,0,True,0,0,0,0,1,0,1,3,0,1,0,0,0,1,1,1,0,0,1931.0,False,0,0,4,0,3,4,0,0,0,3,1,True,0,0,True,0,70,1,0,0,1950,0,4,0,0,0,0,0,0,0,0,0.0,0,3,11435,2,-100.0,0,1517,0,False,0,0,1,1,7,1929,0,0,0,0,0,0,0,3,792,0,2,725,False,2,0,0,0,0,0,0,0,0,3,2,1,1,2,False,7,2,0,0,0,0,400,0,0,0,False,0,0,1,8,1,0,792,0,0,-4,0,1,1,1,0,3,1,0,792,0,2,0
0,1,False,1,True,0,0,0,0,0,0,1,3,1,1,0,0,0,1,1,1,0,0,2004.0,False,0,0,5,0,4,4,0,0,0,3,1,True,0,0,True,0,60,1,1,0,2004,0,4,0,0,0,0,0,0,0,0,0.0,0,3,9056,4,74.0,0,1414,0,False,0,0,1,1,6,2004,0,0,0,1,0,0,0,3,707,0,5,707,False,3,0,0,0,0,0,0,0,0,3,4,0,2,2,False,5,1,0,0,0,0,403,0,0,0,False,0,0,1,8,1,0,707,0,0,-4,0,1,1,1,0,4,0,0,707,0,4,0
0,1,False,1,False,0,1,0,0,0,0,1,4,1,1,0,0,0,1,1,1,0,0,1950.0,False,0,0,3,0,3,3,0,0,0,3,1,True,120,0,True,0,50,1,0,0,2005,0,-100,0,0,0,0,0,0,0,0,0.0,0,3,9600,2,80.0,0,1668,0,False,0,0,1,1,6,1950,0,0,0,1,1,0,0,3,856,0,5,556,False,3,0,0,0,0,0,0,0,0,4,4,0,1,1,False,8,0,0,0,0,0,271,0,0,0,False,0,0,0,6,1,0,736,0,0,-1,0,1,1,0,0,3,0,0,1112,0,2,0
0,1,False,1,True,0,0,1,0,0,0,1,3,0,1,0,0,0,1,1,1,1,0,2009.0,False,0,0,4,1,3,4,0,0,0,3,1,True,27,0,False,0,20,1,0,0,2009,1,-100,0,0,0,0,0,0,0,0,0.0,0,2,7862,2,75.0,0,1218,0,False,0,0,1,1,4,2009,0,0,0,1,0,0,0,3,1218,0,5,0,False,3,0,0,0,0,0,0,0,0,3,4,0,2,2,False,5,0,0,0,0,0,676,0,0,0,True,0,0,0,6,0,0,1191,0,0,-1,0,1,1,0,0,4,0,0,1218,0,4,0
0,1,False,0,False,1,0,0,0,0,0,1,3,0,1,1,0,0,1,1,1,0,0,-100.0,False,0,0,4,1,3,3,0,0,0,-100,1,True,969,0,True,0,190,1,0,0,1991,0,-100,0,0,0,0,0,0,1,0,0.0,0,3,7000,5,70.0,0,1347,0,False,0,0,1,1,5,1910,0,0,0,1,0,0,0,-100,1117,0,3,527,False,3,0,0,0,0,0,0,0,1,4,4,0,1,0,False,7,0,0,0,0,0,0,0,0,0,False,0,0,0,5,1,0,148,0,0,-2,0,1,1,1,0,3,0,0,820,0,1,0
0,1,False,1,True,0,0,0,0,0,0,1,3,1,1,0,0,0,1,1,1,0,0,2006.0,False,0,0,4,0,3,4,0,0,0,3,1,True,0,0,False,0,60,1,0,0,2006,0,3,0,0,0,0,0,0,0,0,0.0,0,3,11103,2,85.0,0,1456,0,False,0,0,1,1,8,2006,0,0,0,0,0,0,0,3,728,0,5,728,False,3,0,0,0,0,0,0,0,0,3,4,0,2,2,False,5,1,0,0,0,0,440,0,0,0,True,1,0,1,7,1,0,728,0,0,-3,0,1,1,1,0,4,0,0,728,0,4,0
0,1,False,0,False,1,0,0,0,0,0,1,3,0,1,0,0,0,1,1,1,0,0,-100.0,False,0,0,3,0,3,3,0,0,0,-100,1,True,0,0,True,0,45,1,0,0,1956,0,-100,0,0,0,0,0,0,0,0,0.0,0,1,5500,2,55.0,0,882,0,False,0,0,1,1,4,1956,0,0,0,1,0,0,0,-100,882,0,5,0,False,3,0,0,0,0,0,1,0,0,4,4,0,1,0,False,6,0,0,0,0,0,0,0,0,0,False,0,0,1,4,1,0,882,0,1,-3,0,1,1,0,0,3,0,0,882,0,1,0
0,1,False,1,False,0,0,0,0,0,0,1,4,1,1,0,0,0,1,1,1,1,0,1959.0,False,1,1,3,0,3,3,0,0,0,3,1,True,967,0,True,0,20,1,0,0,1959,0,4,0,0,0,0,0,0,0,0,0.0,0,2,16905,5,115.0,0,1328,0,False,0,0,1,1,5,1959,0,0,0,1,1,0,0,3,1350,0,4,0,False,3,0,0,0,0,0,0,0,0,4,4,0,1,1,False,6,2,0,0,0,0,308,0,0,0,False,0,0,0,5,1,0,383,0,0,-3,0,1,1,0,0,3,0,0,1328,0,3,0
0,1,False,1,False,0,0,0,0,0,0,1,3,1,1,0,0,0,1,1,1,0,1,1976.0,False,0,0,4,0,3,3,0,0,0,3,1,True,566,0,True,0,160,1,0,0,1976,0,3,0,0,0,0,1,0,0,0,0.0,0,3,2280,2,24.0,0,1456,0,False,0,0,1,1,7,1976,0,0,0,0,0,0,0,3,855,0,3,601,False,3,0,0,0,0,1,0,0,0,4,4,0,2,2,False,6,1,0,0,0,0,440,0,0,0,False,0,0,0,6,1,0,289,0,0,-1,0,1,1,1,0,3,0,0,855,0,2,0
